Year,State,District,Post_Monsoon,Pre_Monsoon
2019-20,Madhya Pradesh,Panna,2 to 5,5 to 10
2019-20,Madhya Pradesh,Raisen,5 to 10,5 to 10
2019-20,Madhya Pradesh,Rajgarh,10 to 20,10 to 20
2019-20,Madhya Pradesh,Ratlam,10 to 20,10 to 20
2019-20,Madhya Pradesh,Rewa,5 to 10,10 to 20
2019-20,Madhya Pradesh,Sagar,5 to 10,10 to 20
2019-20,Madhya Pradesh,Satna,5 to 10,5 to 10
2019-20,Madhya Pradesh,Sehore,5 to 10,10 to 20
2019-20,Madhya Pradesh,Seoni,5 to 10,5 to 10
2019-20,Madhya Pradesh,Shahdol,5 to 10,5 to 10
2019-20,Madhya Pradesh,Shajapur,5 to 10,10 to 20
2019-20,Madhya Pradesh,Sheopur,2 to 5,10 to 20
2019-20,Madhya Pradesh,Shivpuri,5 to 10,10 to 20
2019-20,Madhya Pradesh,Sidhi,5 to 10,10 to 20
2019-20,Madhya Pradesh,Singrauli,5 to 10,5 to 10
2019-20,Madhya Pradesh,Tikamgarh,2 to 5,10 to 20
2019-20,Madhya Pradesh,Ujjain,5 to 10,10 to 20
2019-20,Madhya Pradesh,Umaria,5 to 10,5 to 10
2019-20,Madhya Pradesh,Vidisha,5 to 10,5 to 10
2019-20,Maharashtra,Ahmednagar,5 to 10,5 to 10
2019-20,Maharashtra,Akola,10 to 20,10 to 20
2019-20,Maharashtra,Amravati,5 to 10,5 to 10
2019-20,Maharashtra,Aurangabad,5 to 10,10 to 20
2019-20,Maharashtra,Beed,5 to 10,10 to 20
2019-20,Maharashtra,Bhandara,2 to 5,10 to 20
2019-20,Maharashtra,Buldana,5 to 10,5 to 10
2019-20,Maharashtra,Chandrapur,2 to 5,5 to 10
2019-20,Maharashtra,Dhule,5 to 10,5 to 10
2019-20,Maharashtra,Gadchiroli,2 to 5,5 to 10
2019-20,Maharashtra,Gondia,2 to 5,5 to 10
2019-20,Maharashtra,Hingoli,5 to 10,10 to 20
2019-20,Maharashtra,Jalgaon,2 to 5,5 to 10
2019-20,Maharashtra,Jalna,5 to 10,10 to 20
2019-20,Maharashtra,Kolhapur,0 to 2,0 to 2
2019-20,Maharashtra,Latur,10 to 20,10 to 20
2019-20,Maharashtra,Mumbai City,0 to 2,2 to 5
2019-20,Maharashtra,Mumbai Suburban,2 to 5,5 to 10
2019-20,Maharashtra,Nagpur,2 to 5,5 to 10
2019-20,Maharashtra,Nanded,5 to 10,10 to 20
2019-20,Maharashtra,Nandurbar,5 to 10,5 to 10
2019-20,Maharashtra,Nashik,2 to 5,5 to 10
2019-20,Maharashtra,Osmanabad,5 to 10,5 to 10
2019-20,Maharashtra,Palghar,2 to 5,2 to 5
2019-20,Maharashtra,Parbhani,5 to 10,10 to 20
2019-20,Maharashtra,Pune,5 to 10,2 to 5
2019-20,Maharashtra,Raigad,0 to 2,2 to 5
2019-20,Maharashtra,Ratnagiri,2 to 5,5 to 10
2019-20,Maharashtra,Sangli,2 to 5,2 to 5
2019-20,Maharashtra,Satara,5 to 10,5 to 10
2019-20,Maharashtra,Sindhudurg,2 to 5,5 to 10
2019-20,Maharashtra,Solapur,5 to 10,5 to 10
2019-20,Maharashtra,Thane,2 to 5,2 to 5
2019-20,Maharashtra,Wardha,2 to 5,5 to 10
2019-20,Maharashtra,Washim,5 to 10,10 to 20
2019-20,Maharashtra,Yavatmal,5 to 10,5 to 10
2019-20,Meghalaya,East Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,East Jaintia Hills,0 to 2,0 to 2
2019-20,Meghalaya,East Khasi Hills,0 to 2,2 to 5
2019-20,Meghalaya,"North Garo
Hills",2 to 5,2 to 5
2019-20,Meghalaya,North Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,Ri Bhoi,2 to 5,2 to 5
2019-20,Meghalaya,Ri-Bhoi,2 to 5,2 to 5
2019-20,Meghalaya,South Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,South West Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,South West Khasi Hills,0 to 2,0 to 2
2019-20,Meghalaya,West Garo Hills,2 to 5,2 to 5
2019-20,Meghalaya,West Jaintia Hills,0 to 2,0 to 2
2019-20,Meghalaya,West Khasi Hills,0 to 2,2 to 5
2019-20,Nagaland,Dimapur,2 to 5,5 to 10
2019-20,Nagaland,Kiphire,20 to 40,20 to 40
2019-20,Nagaland,Kohima,0 to 2,2 to 5
2019-20,Nagaland,Longleng,20 to 40,20 to 40
2019-20,Nagaland,Mokokchung,0 to 2,2 to 5
2019-20,Nagaland,Mon,20 to 40,20 to 40
2019-20,Nagaland,Peren,2 to 5,2 to 5
2019-20,Nagaland,Phek,20 to 40,20 to 40
2019-20,Nagaland,Tuensang,20 to 40,20 to 40
2019-20,Nagaland,Wokha,2 to 5,5 to 10
2019-20,Nagaland,Zunheboto,0 to 2,2 to 5
2019-20,Odisha,Angul,2 to 5,5 to 10
2019-20,Odisha,Balangir,2 to 5,2 to 5
2019-20,Odisha,Baleshwar,2 to 5,2 to 5
2019-20,Odisha,Bargarh,2 to 5,0 to 2
2019-20,Odisha,Bhadrak,0 to 2,2 to 5
2019-20,Odisha,Boudh,2 to 5,5 to 10
2019-20,Odisha,Cuttack,0 to 2,2 to 5
2019-20,Odisha,Deogarh,2 to 5,5 to 10
2019-20,Odisha,Dhenkanal,2 to 5,5 to 10
2019-20,Odisha,Gajapati,2 to 5,2 to 5
2019-20,Odisha,Ganjam,0 to 2,2 to 5
2019-20,Odisha,Jagatsinghapur,0 to 2,2 to 5
2019-20,Odisha,Jajapur,0 to 2,2 to 5
2019-20,Odisha,Jharsuguda,2 to 5,5 to 10
2019-20,Odisha,Kalahandi,2 to 5,5 to 10
2019-20,Odisha,Kandhamal,2 to 5,5 to 10
2019-20,Odisha,Kendrapara,0 to 2,2 to 5
2019-20,Odisha,Kendujhar,2 to 5,5 to 10
2019-20,Odisha,Khordha,2 to 5,5 to 10
2019-20,Odisha,Koraput,2 to 5,5 to 10
2019-20,Odisha,Malkangiri,2 to 5,2 to 5
2019-20,Odisha,Mayurbhanj,2 to 5,5 to 10
2019-20,Odisha,Nabarangapur,2 to 5,5 to 10
2019-20,Odisha,Nayagarh,2 to 5,2 to 5
2019-20,Odisha,Nuapada,2 to 5,2 to 5
2019-20,Odisha,Puri,2 to 5,2 to 5
2019-20,Odisha,Rayagada,0 to 2,2 to 5
2019-20,Odisha,Sambalpur,2 to 5,5 to 10
2019-20,Odisha,Subarnapur,2 to 5,5 to 10
2019-20,Odisha,Sundargarh,2 to 5,5 to 10
2019-20,Puducherry,Karaikal,0 to 2,2 to 5
2019-20,Puducherry,Puducherry,0 to 2,2 to 5
2019-20,Puducherry,Yanam,0 to 2,2 to 5
2019-20,Punjab,Amritsar,10 to 20,10 to 20
2019-20,Punjab,Barnala,20 to 40,20 to 40
2019-20,Punjab,Bathinda,20 to 40,20 to 40
2019-20,Punjab,Faridkot,5 to 10,5 to 10
2019-20,Punjab,Fatehgarh Sahib,20 to 40,20 to 40
2019-20,Punjab,Fazilka,0 to 2,5 to 10
2019-20,Punjab,Ferozepur,10 to 20,10 to 20
2019-20,Punjab,Gurdaspur,5 to 10,5 to 10
2019-20,Punjab,Hoshiarpur,5 to 10,10 to 20
2019-20,Punjab,Jalandhar,20 to 40,20 to 40
2019-20,Punjab,Kapurthala,20 to 40,20 to 40
2019-20,Punjab,Ludhiana,20 to 40,20 to 40
2019-20,Punjab,Mansa,10 to 20,10 to 20
2019-20,Punjab,Moga,20 to 40,20 to 40
2019-20,Punjab,Muktsar,2 to 5,2 to 5
2019-20,Punjab,Nawanshahr/Sbs Nagar,10 to 20,20 to 40
2019-20,Punjab,Pathankot,2 to 5,5 to 10
2019-20,Punjab,Patiala,20 to 40,20 to 40
2019-20,Punjab,Rupnagar,5 to 10,5 to 10
2019-20,Punjab,Sangrur,20 to 40,20 to 40
2019-20,Punjab,Sas Nagar/Mohali,20 to 40,20 to 40
2019-20,Punjab,Tarn Taran,20 to 40,20 to 40
2019-20,Rajasthan,Ajmer,10 to 20,10 to 20
2019-20,Rajasthan,Alwar,20 to 40,20 to 40
2019-20,Rajasthan,Banswara,2 to 5,5 to 10
2019-20,Rajasthan,Baran,2 to 5,5 to 10
2019-20,Rajasthan,Barmer,>40,>40
2019-20,Rajasthan,Bharatpur,5 to 10,10 to 20
2019-20,Rajasthan,Bhilwara,10 to 20,10 to 20
2019-20,Rajasthan,Bikaner,>40,>40
2019-20,Rajasthan,Bundi,0 to 2,0 to 2
2019-20,Rajasthan,Chittorgarh,10 to 20,10 to 20
2019-20,Rajasthan,Churu,20 to 40,20 to 40
2019-20,Rajasthan,Dausa,20 to 40,20 to 40
2019-20,Rajasthan,Dhaulpur,5 to 10,10 to 20
2019-20,Rajasthan,Dungarpur,5 to 10,10 to 20
2019-20,Rajasthan,Hanumangarh,20 to 40,20 to 40
2019-20,Rajasthan,Jaipur,>40,>40
2019-20,Rajasthan,Jaisalmer,20 to 40,20 to 40
2019-20,Rajasthan,Jalore,>40,>40
2019-20,Rajasthan,Jhalawar,5 to 10,5 to 10
2019-20,Rajasthan,Jhunjhunu,>40,>40
2019-20,Rajasthan,Jodhpur,20 to 40,>40
2019-20,Rajasthan,Karauli,10 to 20,20 to 40
2019-20,Rajasthan,Kota,5 to 10,2 to 5
2019-20,Rajasthan,Mahi Banswara,2 to 5,5 to 10
2019-20,Rajasthan,Nagaur,>40,>40
2019-20,Rajasthan,Pali,5 to 10,5 to 10
2019-20,Rajasthan,Pratapgarh,5 to 10,10 to 20
2019-20,Rajasthan,Rajsamand,10 to 20,5 to 10
2019-20,Rajasthan,Sawai Madhopur,10 to 20,10 to 20
2019-20,Rajasthan,Sikar,>40,>40
2019-20,Rajasthan,Sirohi,5 to 10,20 to 40
2019-20,Rajasthan,Sri Ganganagar,10 to 20,10 to 20
2019-20,Rajasthan,Tonk,2 to 5,2 to 5
2019-20,Rajasthan,Udaipur,5 to 10,5 to 10
2019-20,Tamil Nadu,Ariyalur,0 to 2,2 to 5
2019-20,Tamil Nadu,Chengalpattu,5 to 10,5 to 10
2019-20,Tamil Nadu,Chennai,2 to 5,5 to 10
2019-20,Tamil Nadu,Coimbatore,2 to 5,10 to 20
2019-20,Tamil Nadu,Cuddalore,2 to 5,2 to 5
2019-20,Tamil Nadu,Dharmapuri,10 to 20,10 to 20
2019-20,Tamil Nadu,Dindigul,5 to 10,5 to 10
2019-20,Tamil Nadu,Erode,5 to 10,5 to 10
2019-20,Tamil Nadu,Kallakurichi,2 to 5,5 to 10
2019-20,Tamil Nadu,Kancheepuram,5 to 10,5 to 10
2019-20,Tamil Nadu,Kanyakumari,2 to 5,5 to 10
2019-20,Tamil Nadu,Karur,2 to 5,2 to 5
2019-20,Tamil Nadu,Krishnagiri,5 to 10,5 to 10
2019-20,Tamil Nadu,Madurai,2 to 5,10 to 20
2019-20,Tamil Nadu,Mayiladuthurai,0 to 2,2 to 5
2019-20,Tamil Nadu,Nagapattinam,0 to 2,2 to 5
2019-20,Tamil Nadu,Namakkal,10 to 20,10 to 20
2019-20,Tamil Nadu,Nilgiris,2 to 5,2 to 5
2019-20,Tamil Nadu,Perambalur,5 to 10,2 to 5
2019-20,Tamil Nadu,Pudukkottai,2 to 5,5 to 10
2019-20,Tamil Nadu,Ramanathapuram,0 to 2,2 to 5
2019-20,Tamil Nadu,Ranipet,5 to 10,5 to 10
2019-20,Tamil Nadu,Salem,5 to 10,10 to 20
2019-20,Tamil Nadu,Sivaganga,5 to 10,10 to 20
2019-20,Tamil Nadu,Tenkasi,2 to 5,5 to 10
2019-20,Tamil Nadu,Thanjavur,0 to 2,2 to 5
2019-20,Tamil Nadu,Theni,2 to 5,10 to 20
2019-20,Tamil Nadu,Thoothukudi,2 to 5,2 to 5
2019-20,Tamil Nadu,Tiruchirappalli,5 to 10,5 to 10
2019-20,Tamil Nadu,Tirunelveli,2 to 5,5 to 10
2019-20,Tamil Nadu,Tirupathur,5 to 10,5 to 10
2019-20,Tamil Nadu,Tiruppur,5 to 10,2 to 5
2019-20,Tamil Nadu,Tiruvallur,5 to 10,5 to 10
2019-20,Tamil Nadu,Tiruvannamalai,2 to 5,5 to 10
2019-20,Tamil Nadu,Tiruvarur,0 to 2,5 to 10
2019-20,Tamil Nadu,Vellore,5 to 10,5 to 10
2019-20,Tamil Nadu,Viluppuram,2 to 5,5 to 10
2019-20,Tamil Nadu,Virudhunagar,5 to 10,10 to 20
2019-20,Telangana,Adilabad,5 to 10,5 to 10
2019-20,Telangana,Bhadradri Kothagudem,2 to 5,5 to 10
2019-20,Telangana,Hyderabad,10 to 20,10 to 20
2019-20,Telangana,Jagtial,2 to 5,5 to 10
2019-20,Telangana,Jangaon,2 to 5,10 to 20
2019-20,Telangana,Jayashankar Bhupalpally,2 to 5,10 to 20
2019-20,Telangana,Jogulamba Gadwal,10 to 20,10 to 20
2019-20,Telangana,Kamareddy,2 to 5,10 to 20
2019-20,Telangana,Karimnagar,2 to 5,5 to 10
2019-20,Telangana,Khammam,0 to 2,2 to 5
2019-20,Telangana,Kumuram Bheem,5 to 10,5 to 10
2019-20,Telangana,Mahabubabad,2 to 5,10 to 20
2019-20,Telangana,Mahabubnagar,10 to 20,10 to 20
2019-20,Telangana,Mancherial,2 to 5,5 to 10
2019-20,Telangana,Medak,10 to 20,20 to 40
2019-20,Telangana,Medchal-Malkajgiri,10 to 20,10 to 20
2019-20,Telangana,Mulugu,2 to 5,10 to 20
2019-20,Telangana,Nagarkurnool,10 to 20,10 to 20
2019-20,Telangana,Nalgonda,5 to 10,10 to 20
2019-20,Telangana,Narayanpet,10 to 20,10 to 20
2019-20,Telangana,Nirmal,5 to 10,5 to 10
2019-20,Telangana,Nizamabad,2 to 5,10 to 20
2019-20,Telangana,Peddapalli,2 to 5,5 to 10
2019-20,Telangana,Rajanna Sircilla,2 to 5,5 to 10
2019-20,Telangana,Ranga Reddy,10 to 20,10 to 20
2019-20,Telangana,Sangareddy,10 to 20,20 to 40
2019-20,Telangana,Siddipet,10 to 20,20 to 40
2019-20,Telangana,Suryapet,5 to 10,10 to 20
2019-20,Telangana,Vikarabad,10 to 20,10 to 20
2019-20,Telangana,Wanaparthy,10 to 20,10 to 20
2019-20,Telangana,Warangal Rural,2 to 5,10 to 20
2019-20,Telangana,Warangal Urban,2 to 5,10 to 20
2019-20,Telangana,Yadadri Bhuvangiri,5 to 10,10 to 20
2019-20,Tripura,Dhalai,2 to 5,2 to 5
2019-20,Tripura,Gomati,2 to 5,0 to 2
2019-20,Tripura,Khowai,2 to 5,2 to 5
2019-20,Tripura,North Tripura,2 to 5,2 to 5
2019-20,Tripura,Sipahijala,2 to 5,2 to 5
2019-20,Tripura,South Tripura,2 to 5,2 to 5
2019-20,Tripura,Unakoti,2 to 5,5 to 10
2019-20,Tripura,Unokoti,2 to 5,5 to 10
2019-20,Tripura,West Tripura,5 to 10,10 to 20
2019-20,Uttar Pradesh,Agra,10 to 20,10 to 20
2019-20,Uttar Pradesh,Aligarh,5 to 10,5 to 10
2019-20,Uttar Pradesh,Allahabad,2 to 5,2 to 5
2019-20,Uttar Pradesh,Ambedkar Nagar,5 to 10,5 to 10
2019-20,Uttar Pradesh,Amethi,2 to 5,5 to 10
2019-20,Uttar Pradesh,Amroha,10 to 20,10 to 20
2019-20,Uttar Pradesh,Auraiya,10 to 20,5 to 10
2019-20,Uttar Pradesh,Azamgarh,5 to 10,5 to 10
2019-20,Uttar Pradesh,Baghpat,10 to 20,20 to 40
2019-20,Uttar Pradesh,Bahraich,2 to 5,2 to 5
2019-20,Uttar Pradesh,Ballia,5 to 10,5 to 10
2019-20,Uttar Pradesh,Balrampur,2 to 5,2 to 5
2019-20,Uttar Pradesh,Banda,2 to 5,5 to 10
2019-20,Uttar Pradesh,Barabanki,2 to 5,5 to 10
2019-20,Uttar Pradesh,Bareilly,5 to 10,5 to 10
2019-20,Uttar Pradesh,Basti,2 to 5,2 to 5
2019-20,Uttar Pradesh,Bhadohi,10 to 20,10 to 20
2019-20,Uttar Pradesh,Bijnor,10 to 20,10 to 20
2019-20,Uttar Pradesh,Budaun,10 to 20,10 to 20
2019-20,Uttar Pradesh,Bulandshahr,5 to 10,5 to 10
2019-20,Uttar Pradesh,Chandauli,5 to 10,2 to 5
2019-20,Uttar Pradesh,Chitrakoot,10 to 20,10 to 20
2019-20,Uttar Pradesh,Deoria,2 to 5,2 to 5
2019-20,Uttar Pradesh,Etah,5 to 10,5 to 10
2019-20,Uttar Pradesh,Etawah,20 to 40,5 to 10
2019-20,Uttar Pradesh,Faizabad,2 to 5,5 to 10
2019-20,Uttar Pradesh,Farrukhabad,10 to 20,10 to 20
2019-20,Uttar Pradesh,Fatehpur,10 to 20,5 to 10
2019-20,Uttar Pradesh,Firozabad,5 to 10,5 to 10
2019-20,Uttar Pradesh,Gautam Buddha Nagar,20 to 40,10 to 20
2019-20,Uttar Pradesh,Ghaziabad,10 to 20,10 to 20
2019-20,Uttar Pradesh,Ghazipur,5 to 10,10 to 20
2019-20,Uttar Pradesh,Gonda,2 to 5,2 to 5
2019-20,Uttar Pradesh,Gorakhpur,2 to 5,2 to 5
2019-20,Uttar Pradesh,Hamirpur,10 to 20,10 to 20
2019-20,Uttar Pradesh,Hapur,10 to 20,10 to 20
2019-20,Uttar Pradesh,Hardoi,2 to 5,5 to 10
2019-20,Uttar Pradesh,Hathras,5 to 10,10 to 20
2019-20,Uttar Pradesh,Jalaun,5 to 10,2 to 5
2019-20,Uttar Pradesh,Jaunpur,5 to 10,5 to 10
2019-20,Uttar Pradesh,Jhansi,5 to 10,5 to 10
2019-20,Uttar Pradesh,Kannauj,20 to 40,5 to 10
2019-20,Uttar Pradesh,Kanpur Dehat,5 to 10,5 to 10
2019-20,Uttar Pradesh,Kanpur Nagar,10 to 20,2 to 5
2019-20,Uttar Pradesh,Kasganj,5 to 10,5 to 10
2019-20,Uttar Pradesh,Kaushambi,10 to 20,10 to 20
2019-20,Uttar Pradesh,Kushinagar,2 to 5,2 to 5
2019-20,Uttar Pradesh,Lakhimpur Kheri,2 to 5,2 to 5
2019-20,Uttar Pradesh,Lalitpur,5 to 10,5 to 10
2019-20,Uttar Pradesh,Lucknow,10 to 20,10 to 20
2019-20,Uttar Pradesh,Maharajganj,2 to 5,2 to 5
2019-20,Uttar Pradesh,Mahoba,2 to 5,2 to 5
2019-20,Uttar Pradesh,Mainpuri,2 to 5,5 to 10
2019-20,Uttar Pradesh,Mathura,2 to 5,5 to 10
2019-20,Uttar Pradesh,Mau,5 to 10,5 to 10
2019-20,Uttar Pradesh,Meerut,10 to 20,5 to 10
2019-20,Uttar Pradesh,Mirzapur,10 to 20,10 to 20
2019-20,Uttar Pradesh,Moradabad,10 to 20,10 to 20
2019-20,Uttar Pradesh,Muzaffarnagar,10 to 20,10 to 20
2019-20,Uttar Pradesh,Pilibhit,2 to 5,2 to 5
2019-20,Uttar Pradesh,Pratapgarh,5 to 10,5 to 10
2019-20,Uttar Pradesh,Rae Bareli,2 to 5,2 to 5
2019-20,Uttar Pradesh,Rampur,2 to 5,5 to 10
2019-20,Uttar Pradesh,Saharanpur,5 to 10,5 to 10
2019-20,Uttar Pradesh,Sambhal,10 to 20,10 to 20
2019-20,Uttar Pradesh,Sant Kabir Nagar,2 to 5,2 to 5
2019-20,Uttar Pradesh,Sant Ravidas Nagar,10 to 20,2 to 5
2019-20,Uttar Pradesh,Shahjahanpur,5 to 10,5 to 10
2019-20,Uttar Pradesh,Shamli,10 to 20,10 to 20
2019-20,Uttar Pradesh,Shravasti,2 to 5,2 to 5
2019-20,Uttar Pradesh,Siddharth Nagar,2 to 5,2 to 5
2019-20,Uttar Pradesh,Sitapur,2 to 5,2 to 5
2019-20,Uttar Pradesh,Sonbhadra,5 to 10,5 to 10
2019-20,Uttar Pradesh,Sultanpur,2 to 5,5 to 10
2019-20,Uttar Pradesh,Unnao,5 to 10,5 to 10
2019-20,Uttar Pradesh,Varanasi,10 to 20,5 to 10
2019-20,Uttarakhand,Almora,10 to 20,10 to 20
2019-20,Uttarakhand,Bageshwar,10 to 20,10 to 20
2019-20,Uttarakhand,Chamoli,10 to 20,10 to 20
2019-20,Uttarakhand,Champawat,10 to 20,10 to 20
2019-20,Uttarakhand,Dehradun,10 to 20,10 to 20
2019-20,Uttarakhand,Haridwar,2 to 5,5 to 10
2019-20,Uttarakhand,Nainital,10 to 20,10 to 20
2019-20,Uttarakhand,Pauri Garhwal,10 to 20,10 to 20
2019-20,Uttarakhand,Pithoragarh,10 to 20,10 to 20
2019-20,Uttarakhand,Rudraprayag,10 to 20,10 to 20
2019-20,Uttarakhand,Tehri Garhwal,10 to 20,10 to 20
2019-20,Uttarakhand,Udham Singh Nagar,2 to 5,5 to 10
2019-20,Uttarakhand,Uttarkashi,10 to 20,10 to 20
2019-20,West Bengal,Alipurduar,2 to 5,2 to 5
2019-20,West Bengal,Bankura,2 to 5,5 to 10
2019-20,West Bengal,Bardhaman,2 to 5,2 to 5
2019-20,West Bengal,Birbhum,2 to 5,5 to 10
2019-20,West Bengal,Cooch Behar,2 to 5,2 to 5
2019-20,West Bengal,Dakshin Dinajpur,2 to 5,5 to 10
2019-20,West Bengal,Darjeeling,2 to 5,2 to 5
2019-20,West Bengal,Hooghly,10 to 20,10 to 20
2019-20,West Bengal,Howrah,0 to 2,0 to 2
2019-20,West Bengal,Jalpaiguri,2 to 5,2 to 5
2019-20,West Bengal,Jhargram,2 to 5,10 to 20
2019-20,West Bengal,Kalimpong,2 to 5,2 to 5
2019-20,West Bengal,Kolkata,2 to 5,5 to 10
2019-20,West Bengal,Malda,2 to 5,5 to 10
2019-20,West Bengal,Murshidabad,5 to 10,5 to 10
2019-20,West Bengal,Nadia,2 to 5,5 to 10
2019-20,West Bengal,North 24 Parganas,2 to 5,5 to 10
2019-20,West Bengal,Paschim Bardhaman,2 to 5,2 to 5
2019-20,West Bengal,Paschim Medinipur,2 to 5,10 to 20
2019-20,West Bengal,Purba Bardhaman,2 to 5,2 to 5
2019-20,West Bengal,Purba Medinipur,10 to 20,10 to 20
2019-20,West Bengal,Purulia,2 to 5,5 to 10
2019-20,West Bengal,South 24 Parganas,10 to 20,10 to 20
2019-20,West Bengal,Uttar Dinajpur,5 to 10,5 to 10
2020-21,Andaman and Nicobar Islands,Havelock Island,0 to 2,0 to 2
2020-21,Andaman and Nicobar Islands,Long Island,0 to 2,2 to 5
2020-21,Andaman and Nicobar Islands,Middle Andaman,0 to 2,0 to 2
2020-21,Andaman and Nicobar Islands,Neil Island,2 to 5,2 to 5
2020-21,Andaman and Nicobar Islands,North Andaman,0 to 2,0 to 2
2020-21,Andaman and Nicobar Islands,Ross Island,0 to 2,0 to 2
2020-21,Andaman and Nicobar Islands,South Andaman,0 to 2,0 to 2
2020-21,Andhra Pradesh,Anantapur,5 to 10,10 to 20
2020-21,Andhra Pradesh,Chittoor,10 to 20,5 to 10
2020-21,Andhra Pradesh,East Godavari,2 to 5,5 to 10
2020-21,Andhra Pradesh,Guntur,2 to 5,2 to 5
2020-21,Andhra Pradesh,Krishna,2 to 5,5 to 10
2020-21,Andhra Pradesh,Kurnool,2 to 5,5 to 10
2020-21,Andhra Pradesh,Nellore,2 to 5,5 to 10
2020-21,Andhra Pradesh,Prakasam,5 to 10,10 to 20
2020-21,Andhra Pradesh,Srikakulam,2 to 5,0 to 2
2020-21,Andhra Pradesh,Visakhapatnam,2 to 5,5 to 10
2020-21,Andhra Pradesh,Vizianagaram,2 to 5,5 to 10
2020-21,Andhra Pradesh,West Godavari,10 to 20,10 to 20
2020-21,Andhra Pradesh,Y.S.R. (Kadapa),20 to 40,10 to 20
2020-21,Arunachal Pradesh,Anjaw,2 to 5,2 to 5
2020-21,Arunachal Pradesh,Changlang,2 to 5,2 to 5
2020-21,Arunachal Pradesh,Dibang Valley,2 to 5,2 to 5
2020-21,Arunachal Pradesh,East Kameng,0 to 2,0 to 2
2020-21,Arunachal Pradesh,East Siang,0 to 2,2 to 5
2020-21,Arunachal Pradesh,Kamle,0 to 2,5 to 10
2020-21,Arunachal Pradesh,Kra Daadi,0 to 2,5 to 10
2020-21,Arunachal Pradesh,Kurung Kumey,0 to 2,5 to 10
2020-21,Arunachal Pradesh,Lepa Rada,5 to 10,10 to 20
2020-21,Arunachal Pradesh,Lohit,2 to 5,2 to 5
2020-21,Arunachal Pradesh,Longding,5 to 10,5 to 10
2020-21,Arunachal Pradesh,Lower Dibang Valley,2 to 5,10 to 20
2020-21,Arunachal Pradesh,Lower Siang,5 to 10,10 to 20
2020-21,Arunachal Pradesh,Lower Subansiri,0 to 2,5 to 10
2020-21,Arunachal Pradesh,Namasai,2 to 5,2 to 5
2020-21,Arunachal Pradesh,Pakke Kessang,0 to 2,0 to 2
2020-21,Arunachal Pradesh,Papum Pare,0 to 2,0 to 2
2020-21,Arunachal Pradesh,Shi Yomi,5 to 10,10 to 20
2020-21,Arunachal Pradesh,Siang,0 to 2,2 to 5
2020-21,Arunachal Pradesh,Tawang,0 to 2,0 to 2
2020-21,Arunachal Pradesh,Tirap,5 to 10,5 to 10
2020-21,Arunachal Pradesh,Upper Siang,5 to 10,10 to 20
2020-21,Arunachal Pradesh,Upper Subansiri,0 to 2,5 to 10
2020-21,Arunachal Pradesh,West Kameng,0 to 2,0 to 2
2020-21,Arunachal Pradesh,West Siang,0 to 2,2 to 5
2020-21,Assam,Baksa,0 to 2,0 to 2
2020-21,Assam,Barpeta,0 to 2,2 to 5
2020-21,Assam,Biswanath,0 to 2,2 to 5
2020-21,Assam,Bongaigaon,0 to 2,2 to 5
2020-21,Assam,Cachar,0 to 2,2 to 5
2020-21,Assam,Charaideo,0 to 2,2 to 5
2020-21,Assam,Chirang,2 to 5,2 to 5
2020-21,Assam,Darrang,2 to 5,2 to 5
2020-21,Assam,Dhemaji,0 to 2,2 to 5
2020-21,Assam,Dhubri,2 to 5,2 to 5
2020-21,Assam,Dibrugarh,0 to 2,2 to 5
2020-21,Assam,Dima Hasao,0 to 2,0 to 2
2020-21,Assam,East Karbi Anglong,0 to 2,2 to 5
2020-21,Assam,Goalpara,2 to 5,2 to 5
2020-21,Assam,Golaghat,2 to 5,5 to 10
2020-21,Assam,Hailakandi,0 to 2,2 to 5
2020-21,Assam,Hojai,2 to 5,2 to 5
2020-21,Assam,Jorhat,0 to 2,2 to 5
2020-21,Assam,Kamrup,2 to 5,2 to 5
2020-21,Assam,Kamrup (Metro),0 to 2,0 to 2
2020-21,Assam,Karbi Anglong,2 to 5,2 to 5
2020-21,Assam,Karimganj,0 to 2,0 to 2
2020-21,Assam,Kokrajhar,2 to 5,5 to 10
2020-21,Assam,Lakhimpur,0 to 2,2 to 5
2020-21,Assam,Majuli,0 to 2,2 to 5
2020-21,Assam,Morigaon,0 to 2,2 to 5
2020-21,Assam,Nagaon,0 to 2,2 to 5
2020-21,Assam,Nalbari,2 to 5,5 to 10
2020-21,Assam,Sivasagar,0 to 2,2 to 5
2020-21,Assam,Sonitpur,0 to 2,2 to 5
2020-21,Assam,South Salmara Mankachar,0 to 2,2 to 5
2020-21,Assam,Tinsukia,2 to 5,2 to 5
2020-21,Assam,Udalguri,2 to 5,2 to 5
2020-21,Assam,West Karbi Anglong,2 to 5,2 to 5
2020-21,Bihar,Araria,2 to 5,2 to 5
2020-21,Bihar,Arwal,2 to 5,5 to 10
2020-21,Bihar,Aurangabad,2 to 5,5 to 10
2020-21,Bihar,Banka,2 to 5,5 to 10
2020-21,Bihar,Begusarai,2 to 5,5 to 10
2020-21,Bihar,Bhagalpur,2 to 5,5 to 10
2020-21,Bihar,Bhojpur,2 to 5,5 to 10
2020-21,Bihar,Buxar,2 to 5,5 to 10
